"181","James Brown","2753.63","High"
"182","Joel Smith","2175.91","High"
"183","Casey Lee","7451.01","High"
"184","Elijah Wilson","3461.27","High"
"185","Connie Park","3326.2799999999997","High"
"186","Larry White","6485.8","High"
"187","Clayton Long","2519.32","High"
"188","Kelsey Rhodes","1943.1000000000001","High"
"189","Christina Martinez MD","2596.12","High"
"190","Robert Dominguez","437.90999999999997","Medium"
"191","Rodney Clark","2221.68","High"
"192","Donald Nichols","967.82","High"
"193","Joan Mccarthy","523.78","High"
"194","Jennifer Arias","7200.42","High"
"195","Becky Munoz","4308.01","High"
"196","Jon Logan","2636.12","High"
"197","Olivia Price","3356.1200000000003","High"
"198","Carolyn Hernandez","1622.74","High"
"199","Mrs. Tiffany Murphy PhD","3011.4300000000003","High"
"200","Jessica Adkins","1667.43","High"
"201","Dean Williams","2607.4900000000002","High"
"202","Robert Coleman","3751.0800000000004","High"
"203","Steven Solis","1276.96","High"
"204","Victoria Stephens","3310.56","High"
"205","Crystal Jones","1785.21","High"
"206","James Byrd","3792.9","High"
"207","Sarah Roberts","3913.62","High"
"208","Devon Davidson","1038.34","High"
"209","Tiffany Hernandez","4548.05","High"
"210","Jasmine Hernandez","2671.83","High"
"211","James Townsend","5861.03","High"
"212","Alicia Torres","589.37","High"
"213","Rickey Hendricks","4260.9800000000005","High"
"214","Christopher Stephens","3358","High"
"215","Latoya Hanson","2059.0299999999997","High"
"216","Henry Jacobson","4774.32","High"
"217","Joshua Sullivan","5396.71","High"
"218","Tanya Beck","1347.3700000000001","High"
"219","Mary Macdonald","6447.97","High"
"220","Lynn Oliver","4395.35","High"
"221","Bryan Castillo","2592.5600000000004","High"
"222","Amy Sexton","1467.03","High"
"223","Jason Evans","1739.89","High"
"224","David Willis","4531.08","High"
"225","Angela Olson","3920.8900000000003","High"
"226","Sonya Rollins","3101.25","High"
"227","Dakota Kelly","430.03","Medium"
"228","Samantha Payne","3072.23","High"
"229","James Campbell","4670.79","High"
"230","Terri Black","624.4000000000001","High"
"231","Jennifer Jimenez","4496.67","High"
"232","Joseph Crawford","2561.83","High"
"233","Sarah Colon","2804.28","High"
"234","Mrs. Hailey Williams","3226.47","High"
"235","John Pierce","2264.83","High"
"236","Christopher Bradley","1695.64","High"
"237","Elizabeth Graham","2150.11","High"
"238","Pamela Tran","4539.26","High"
"239","Elizabeth Patel","3576.49","High"
"240","Lori Kidd","5175.08","High"
"241","Jesus Jackson","5696.15","High"
"242","Samuel Thompson","506.86","High"
"243","Sandra King","4364.83","High"
"244","Craig Wilson","5172.33","High"
"245","John Joseph","3659.7200000000003","High"
"246","Carla Mccullough","1291.97","High"
"247","Philip Cook","1520.0600000000002","High"
"248","Ashley Young","2214.8599999999997","High"
"249","Laura Guerrero","2256.31","High"
"250","Pam Holmes","276.24","Medium"
"251","John Norman","761.49","High"
"252","Cynthia Reilly","1386.13","High"
"253","Jennifer Callahan","2914.9500000000003","High"
"254","Tony Simmons","3341.49","High"
"255","Vicki Stewart","3242.7200000000003","High"
"256","Jacob Taylor","4213.64","High"
"257","Melissa Anderson","788.53","High"
"258","Tanya Fox","3801.4","High"
"259","Chad Hicks","2790.9700000000003","High"
"260","Chelsea George","2575.96","High"
"261","William Davis","335.18","Medium"
"262","Mike Parker","2368.61","High"
"263","Jose Harvey","4239.15","High"
"264","Sylvia Thompson","3578.4700000000003","High"
"265","Paul Bryant","529.26","High"
"266","John Cervantes","3847.85","High"
"267","Phillip Gordon","3842.3","High"
"268","Dean Cohen","485.84000000000003","Medium"
"269","Kimberly Watson","3232.44","High"
"270","Robert Wilkins","1566.04","High"
"271","Cody Rodriguez","5467.89","High"
"272","Dana Boyer","390.81","Medium"
"273","Mrs. Stephanie Dixon MD","4416.099999999999","High"
"274","Shawn Skinner MD","4031.8799999999997","High"
"275","Ian Jimenez","1621.2199999999998","High"
"276","Robert Arias","400.76","Medium"
"277","Chase Sanchez","2575.54","High"
"278","Cameron Walker","1571.16","High"
"279","Andres Martinez II","900.34","High"
"280","Paula Myers","1129.1000000000001","High"
"281","Dr. Elizabeth Smith","5494.99","High"
"282","Ashley Smith","3779.17","High"
"283","Joseph Cummings","4897.96","High"
"284","Zachary Mccarthy","4980.91","High"
"285","Christopher Sawyer","5437.880000000001","High"
"286","Maurice Swanson","5873.43","High"
"287","Sonya Anderson PhD","348.15999999999997","Medium"
"288","Danielle Ortiz","3976.08","High"
"289","Anthony Washington","4399.23","High"
"290","Jeanette Kennedy","406.44","Medium"
"291","Cathy Carey","4896.78","High"
"292","Gregory Brooks","2661.96","High"
"293","Thomas Schmitt","4034.56","High"
"294","Emily Watson","2152.78","High"
"295","Daniel Williams","6195.87","High"
"296","Andrew Little","4015.3999999999996","High"
"297","Dana Thornton","2852.99","High"
"298","Michael Stuart","4573.29","High"
"299","Joel Martin","2634.31","High"
"300","Christopher Bonilla","802.1600000000001","High"
"301","Michael Jensen","1428.24","High"
"302","Michelle Bennett","4233.099999999999","High"
"303","Francis Jackson","3350.13","High"
"304","Dawn Martinez","5427.22","High"
"305","Michael Walker","4244.14","High"
"306","Antonio Collins","968.11","High"
"307","Rose Hansen","488.98","Medium"
"308","Sandy Fletcher","1457.29","High"
"309","Kathy Wilson","3743.24","High"
"310","Christian Vega","3274.1800000000003","High"
"311","Kevin Diaz MD","4451.91","High"
"312","Judy Hutchinson","2669.8700000000003","High"
"313","Amber Rogers","4255.88","High"
"314","Steven King","5146.78","High"
"315","Anthony Bowman","3965.26","High"
"316","Jason Buck","391.91","Medium"
"317","Kevin Wood","809.3599999999999","High"
"318","Kimberly Hatfield","771.0500000000001","High"
"319","Catherine Harris","2606.25","High"
"320","Logan Bowman","1282.3","High"
"321","Christopher Pruitt","2825.48","High"
"322","Ryan Cole","1712.74","High"
"323","Kyle Simmons","1883.64","High"
"324","Steve Johnson","3064.9400000000005","High"
"325","Ryan Miller","1712.5900000000001","High"
"326","Richard Matthews","131.58","Medium"
"327","Leonard Smith","4137.38","High"
"328","Jamie Leonard","1252.04","High"
"329","Jenna Hughes","3536.8","High"
"330","Destiny Nelson","543.93","High"
"331","Lance Smith","4640.650000000001","High"
"332","Miguel Hunter","971.4499999999999","High"
"333","Morgan Lee","2223.78","High"
"334","Matthew Cannon","923.44","High"
"335","Daniel Hernandez Jr.","3320.83","High"
"336","Sharon Wood","3544.44","High"
"337","Emily Anderson","2956.73","High"
"338","Douglas Hamilton","5680.44","High"
"339","Danny Howe","6822.13","High"
"340","Brian Schmidt","3546.46","High"
"341","Jeffrey Barajas","2651.12","High"
"342","Anthony Hayes","4996.93","High"
"343","Daniel Camacho","1337.98","High"
"344","Michelle Wang","2011.8999999999999","High"
"345","Sharon Ochoa","3721.54","High"
"346","Dylan Ibarra","1352.1599999999999","High"
"347","Jonathan Lee","3640.1200000000003","High"
"348","Diamond Oliver","2694.6800000000003","High"
"349","Julie Davis","3512.55","High"
"350","Tina Cummings","4256.09","High"
"351","Anthony Reed","2357.09","High"
"352","William Fisher","1441.9199999999998","High"
"353","Kevin Leblanc","2123.52","High"
"354","James Wilson","5147.78","High"
"355","Elizabeth Adams","3244.25","High"
"356","Jessica Lee","3331.29","High"
"357","Raymond Stevenson","6856.17","High"
"358","Ronald Simmons","1905.86","High"
"359","Barbara Buchanan","405.16","Medium"
"360","Amber Wright","3038.8","High"
"361","Mary Hudson","7639.56","High"
"362","Shannon Wright","4511.52","High"
"363","John Rivera","2209.38","High"
"364","Steve Cole","4170.35","High"
"365","Michelle Guerra","556.68","High"
"366","Jimmy Stephens","7995.64","High"
"367","Nancy Miller","955.6899999999999","High"
"368","Calvin Finley DDS","5345.9800000000005","High"
"369","Kelly Klein DVM","7167.21","High"
"370","Amanda Hickman","1157.91","High"
"371","Donna Mullins","4601.62","High"
"372","Brianna Lane","2352.51","High"
"373","Alicia Price","2086.2","High"
"374","Harry Flores","3058.46","High"
"375","Jeffrey Johnston","3807.5","High"
"376","Christy Wallace","3488.91","High"
"377","James Johnson","2175.73","High"
"378","Nancy Alvarez","2953.3399999999997","High"
"379","Rachel Stephens","2253.7000000000003","High"
"380","Tara Carter","805.72","High"
"381","Nicole Curtis","2854.38","High"
"382","William Ellis","1294.57","High"
"383","Sandra Estrada DDS","1930.94","High"
"384","George Carter","3522.73","High"
"385","Donald Hunter","731.6","High"
"386","Sarah Brown","7256.13","High"
"387","Anthony Foster","1597.21","High"
"388","Julie Barnes","4268.1900000000005","High"
"389","Nicole Merritt","2139.7999999999997","High"
"390","James Phillips","337.14","Medium"
"391","Kaitlyn Ray","7907.74","High"
"392","Richard Hudson","1382.5500000000002","High"
"393","Alicia Keller","116.84","Medium"
"394","Johnathan Sullivan","4602.360000000001","High"
"395","Kurt Mason","4501.41","High"
"396","Pamela Smith","778.11","High"
"397","Mathew Logan","691.3","High"
"398","Anthony Thomas","3886.19","High"
"399","Mark Miller","2764.89","High"
"400","Darren Romero","814.73","High"
"401","Alexander Williamson","2464.9","High"
"402","Cynthia Thompson","2135.73","High"
"403","Anthony Carr","3234.98","High"
"404","Rebecca Rose","3471.8599999999997","High"
"405","Joseph Rodriguez","1368.2","High"
"406","Casey Cochran","3581.7599999999998","High"
"407","David Morris","3647.85","High"
"408","Stephanie Jones","1148.4199999999998","High"
"409","Tami Davis","6661.6900000000005","High"
"410","Julian Stark","2252.7700000000004","High"
"411","Robert Villa","5795.17","High"
"412","Marc Knight","2121.64","High"
"413","Jennifer Williams","1965.0400000000002","High"
"414","Ralph Stone","3135.02","High"
"415","Emily Williams","1371.05","High"
"416","Melissa Martin","656.61","High"
"417","Bailey Carlson","5422.0599999999995","High"
"418","George Barnes","1506.66","High"
"419","Emily Taylor MD","4036.01","High"
"420","Katherine Bishop","1448.1999999999998","High"
"421","Jamie Lewis","5475.12","High"
"422","Jennifer Huff","552.36","High"
"423","Joseph Sellers","1723.97","High"
"424","Danielle Welch","2907.8","High"
"425","Cody Soto","2076.42","High"
"426","Timothy Doyle","1807.06","High"
"427","Brad Martin","2962.4500000000003","High"
"428","Michael Gonzalez","904.5899999999999","High"
"429","Brittany Wilkerson","2025.51","High"
"430","Mrs. Holly Peterson","5680.919999999999","High"
"431","Jason Weiss","2343.98","High"
"432","Robert Fernandez","285.01","Medium"
"433","Jessica Garza","3916.8599999999997","High"
"434","George Baker","3134.8900000000003","High"
"435","Lisa Barker","3550.92","High"
"436","Christopher Hardin","743.44","High"
"437","Greg Hodges","374.91","Medium"
"438","Tonya Martinez","909.28","High"
"439","Kathleen Gregory","1892.45","High"
"440","James Perez","3500.71","High"
"441","Autumn Gross","2971.08","High"
"442","Brett Miller","2621.23","High"
"443","Michelle Kaiser","690.69","High"
"444","James Hall DDS","6222.64","High"
"445","John Davis","4298.88","High"
"446","Kevin Clark","5063.4","High"
"447","Mrs. Monica Carpenter MD","5258.42","High"
"448","Janice Ryan","345.54999999999995","Medium"
"449","Michael Carrillo","1862.14","High"
"450","Russell Wright","5911.73","High"
"451","Stacey Wood","2559.56","High"
"452","Gregory Patterson","5907.28","High"
"453","Sarah Ramirez","1420.98","High"
"454","Steven Anderson","935.9","High"
"455","Lauren Rich","3911.71","High"
"456","Tony Gallagher","2269.74","High"
"457","Angela Hartman","3790.6200000000003","High"
"458","Steven Lyons","2246.5299999999997","High"
"459","Renee Davis","5324.179999999999","High"
"460","Brooke Cross","4590.83","High"
"461","William Dyer","1327.53","High"
"462","Kelly Woods","2254.55","High"
"463","Mr. Andrew Snow","2572.0899999999997","High"
"464","Jennifer Collins","2736.62","High"
"465","Walter Miller","4756.45","High"
"466","Evan Patel","337.96000000000004","Medium"
"467","James Arroyo IV","2793.78","High"
"468","John Kelley","3547.73","High"
"469","Michael Matthews","2058.79","High"
"470","Oscar Cisneros","1378.57","High"
"471","Laura Hutchinson","2669.12","High"
"472","Matthew Garcia","2472.1","High"
"473","George Bolton","5871.28","High"
"474","Micheal Mccullough","4786.72","High"
"475","Jason Hudson","2086.99","High"
"476","Susan Mcmillan","458.09","Medium"
"477","Heather Oneill","2505.87","High"
"478","Gina Mcintyre","336.66","Medium"
"479","Monica Walker","126.67999999999999","Medium"
"480","Michele Wright","1518.06","High"
"481","Daniel Roberts","3846.01","High"
"482","Eddie Hayes","3976.67","High"
"483","Darryl Hart","2345.4900000000002","High"
"484","Michael Hansen","2581.36","High"
"485","Amy Delgado","8546.210000000001","High"
"486","Jennifer Moore","786.55","High"
"487","Kimberly Harrington","1495.8000000000002","High"
"488","Nicholas Stevens","1390.6399999999999","High"
"489","Vanessa Chavez","3086.78","High"
"490","James Wagner","4609.2","High"
"491","Amy Nolan","3970.93","High"
"492","Diane Wilson","4885.88","High"
"493","Cassie Knapp","3500.97","High"
"494","Nicole Calhoun","639.72","High"
"495","Matthew Hill","1967.8400000000001","High"
"496","Felicia Morris","3022.13","High"
"497","Eric Rangel","4264.17","High"
"498","Troy Potts","1693.22","High"
"499","Maria Smith","1590.06","High"
"500","Jason Santiago","7307.93","High"
"501","Shane Ortiz","4013.63","High"
"502","Timothy Mendoza","2011.0399999999997","High"
"503","Angel Baker","847.4899999999999","High"
"504","Sharon Young","7326.07","High"
"505","Wendy Murray","2123.98","High"
"506","Michael Weiss","830.9200000000001","High"
"507","Thomas Hale","1204.1399999999999","High"
"508","Zachary Hill","793.74","High"
"509","Mark Herrera","2120.13","High"
"510","Deborah Bishop","566.95","High"
"511","Michael Snyder","781.0600000000001","High"
"512","Gregory Patel","1090.8","High"
"513","Joseph Murray","2251.5800000000004","High"
"514","Shawn Young","10226.61","High"
"515","Kevin Gray","3175.09","High"
"516","Mrs. Amy Brooks","2412","High"
"517","Cindy Brock","3200.44","High"
"518","Nicole Miller","3061.59","High"
"519","Michael Cole","1247.54","High"
"520","Ryan Chapman","985.4499999999999","High"
"521","Cynthia Richardson","6068.7300000000005","High"
"522","John Alvarez","2808.98","High"
"523","Russell Kelly","606.4499999999999","High"
"524","Teresa Price","2367.01","High"
"525","Ryan Peters","4591.73","High"
"526","Christopher Mccarthy","1480.6200000000001","High"
"527","Jacqueline Anderson","297.51","Medium"
"528","David Brown","455.27","Medium"
"529","Timothy Wood","3294.17","High"
"530","Mrs. Linda Mccoy","4140.46","High"
"531","Tyler Payne","923.88","High"
"532","Daniel Ramirez","2067.4","High"
"533","Sonya Young","181.43","Medium"
"534","Sarah Perry","3526.43","High"
"535","Tara Rios","4069.73","High"
"536","Jon Fisher","624.33","High"
"537","Gary Oneal","695.03","High"
"538","Monique Edwards","3789.5600000000004","High"
"539","Rachel Ritter","1663.39","High"
"540","Taylor Shelton","4922.43","High"
"541","Samuel Nichols","3345.4999999999995","High"
"542","Jeffrey Garza","4820.17","High"
"543","Kendra Garza","819.79","High"
"544","Mrs. Michelle Thomas","1987.34","High"
"545","Joseph Hatfield","5143.780000000001","High"
"546","Mary Mayer","1467.2399999999998","High"
"547","Tina Adams","3801.43","High"
"548","Daniel Newman","1465.21","High"
"549","Susan Moore","6295.900000000001","High"
"550","David Mcdaniel","664.68","High"
"551","Stacey Parks","785.49","High"
"552","Joseph Pope","1529.44","High"
"553","Susan Wallace","5502.32","High"
"554","Christian Alvarado","1835.84","High"
"555","Tony Weeks","5984.21","High"
"556","Brandi Brown","1778.44","High"
"557","John Thomas","1198.6100000000001","High"
"558","Miss Jennifer Ford","273.8","Medium"
"559","Catherine Waters","2625.18","High"
"560","Wanda Luna","6955.969999999999","High"
"561","Kimberly Bailey","3585.96","High"
"562","Mitchell Butler","3592.67","High"
"563","Alan Brown","2212.5800000000004","High"
"564","Brianna Reed","7491.3","High"
"565","Russell Butler","4104.97","High"
"566","Yolanda Taylor","1755.5199999999998","High"
"567","Kathleen Daugherty","4640.77","High"
"568","Mary Campbell","764.3","High"
"569","Melissa Webb","228.70999999999998","Medium"
"570","Dennis Murphy","5420.17","High"
"571","Alicia Barton","2531.21","High"
"572","Beverly Charles","386.52","Medium"
"573","Gary Day","1486.53","High"
"574","Michael Lopez","3029.2400000000002","High"
"575","John Rodriguez","2611.13","High"
"576","Joseph Lawrence","2362.84","High"
"577","Edward Wong MD","2820.35","High"
"578","Kristina Walsh","1921.66","High"
"579","John Mcdonald","2005.77","High"
"580","Kimberly Long","1139.34","High"
"581","Tara Harvey","3986.77","High"
"582","Alexis Rollins","4368.6900000000005","High"
"583","Joseph Key","3801.0400000000004","High"
"584","Tiffany Clark","2623.86","High"
"585","Jessica Leon","4447.09","High"
"586","Travis Alexander","859.4100000000001","High"
"587","Justin Hardy","3362.1699999999996","High"
"588","Cynthia Blake","2074.1299999999997","High"
"589","David Ingram","3759.7799999999997","High"
"590","Sean Hamilton MD","470.92","Medium"
"591","Christine Vega","1781.5300000000002","High"
"592","Jennifer Palmer","10771.810000000001","High"
"593","Caitlin Ho","285.26","Medium"
"594","Richard Watson","3334.37","High"
"595","Michael Cortez","2594.2099999999996","High"
"596","Breanna Matthews","4887.91","High"
"597","Melissa Wade","3799.2","High"
"598","Dale Valdez","2699.0299999999997","High"
"599","Tammie Johnson","3610.46","High"
"600","Jose Ward","4131.74","High"
"601","Jasmine Herman","1872.99","High"
"602","Rebecca Stone","1977.82","High"
"603","Joy Guzman","5312.99","High"
"604","Julie Reyes","2346.92","High"
"605","John Castillo","6778.4400000000005","High"
"606","Brent Juarez","1729.18","High"
"607","Stephanie Murphy","4255.97","High"
"608","Daniel Gallagher","3036.9900000000002","High"
"609","Denise Douglas","4963.03","High"
"610","Christina Brooks","4807.47","High"
"611","Kevin Myers","3098.98","High"
"612","Derek Lane","812.76","High"
"613","Philip Duran","284.82","Medium"
"614","Victor Pollard","2638.6099999999997","High"
"615","Cory Horton","1372.1299999999999","High"
"616","Stephanie Brown","2141.81","High"
"617","Christopher Johnson","5273.83","High"
"618","Amanda White","3665.58","High"
"619","Jessica West","5149","High"
"620","Melissa Scott","518.21","High"
"621","Robert Garcia","3120.24","High"
"622","Bob Huynh","1375.9299999999998","High"
"623","Abigail Hill","5069.460000000001","High"
"624","James Walton","4687.24","High"
"625","Antonio Smith","3319.87","High"
"626","Sandra Cruz","2369.37","High"
"627","Nathan Beck","2120.39","High"
"628","Robert Marshall","609.81","High"
"629","Mark Duncan","3822.64","High"
"630","Christina Hudson","1362.29","High"
"631","Kyle Meza","3033.47","High"
"632","Bryan Wise","1879.3600000000001","High"
"633","Katherine Robinson","2806.1600000000003","High"
"634","Nicholas Becker","387.09","Medium"
"635","Troy Robinson","2000.38","High"
"636","Joseph Schultz","3384.22","High"
"637","Cory Brown","743.69","High"
"638","Michael Marks","808.46","High"
"639","Kendra Robbins","490.55","Medium"
"640","Felicia Williams","8083.360000000001","High"
"641","Michael Fleming","1514.5500000000002","High"
"642","Jacob Johnson","798.48","High"
"643","Danielle Alvarado","1693.44","High"
"644","Michael Lawrence","7866.54","High"
"645","Tony Williams","1501.66","High"
"646","George Martinez","4376.24","High"
"647","Tamara Petersen","2404.5499999999997","High"
"648","Aaron Guzman","1822.9500000000003","High"
"649","John Ramsey","1451.43","High"
"650","Angela Meyer","1268.03","High"
"651","Christopher Stephens","125.27","Medium"
"652","Michael Miller","2688.6699999999996","High"
"653","Jonathan White","4010.18","High"
"654","Tanya Leonard","3807.7799999999997","High"
"655","Caitlin Duke","3175.6400000000003","High"
"656","David Neal DDS","3891.56","High"
"657","John Lee","4819.82","High"
"658","Tina Smith DDS","670.35","High"
"659","Duane Gilbert","941.51","High"
"660","Jesse Hardy","5397.28","High"
"661","Jonathan Maynard","4546.25","High"
"662","Laura Gray DVM","1953.42","High"
"663","Samuel Freeman","2002.68","High"
"664","Lauren Castro","968.3000000000001","High"
"665","Laura Kelley","1368.74","High"
"666","Erica Hicks","1585.57","High"
"667","Donald Chavez","834.94","High"
"668","Lindsey Campbell","1184.8700000000001","High"
"669","Erik Allen","4349.6","High"
"670","David Smith","4255.12","High"
"671","Kayla Ramsey","1394.5800000000002","High"
"672","Randy Weaver","4473.08","High"
"673","Janice Shepherd","685.34","High"
"674","Aaron Walker","2960.99","High"
"675","Aaron Callahan","4382.19","High"
"676","Marcus Bush","2574.23","High"
"677","Mr. Jeremiah Jackson","2030.77","High"
"678","Micheal Medina","2660.78","High"
"679","Michael Davis","4208.25","High"
"680","Michael Jefferson","1659.2099999999998","High"
"681","Brian Harris","3009.3700000000003","High"
"682","Michele Nichols","5533.19","High"
"683","Clinton Rodriguez","2657.9300000000003","High"
"684","Lisa Smith","2786.4100000000003","High"
"685","Gerald Contreras","4621.98","High"
